,Brand,Model,Variant,Manufacturing_Year,Driven_Kilometers,Fuel,Number_Of_Owners,Location,Price
3012,Ford,Ecosport,Titanium 1.5 TDCi (Opt),2014,"73,370 Kms",Diesel,First,Hyderabad,6.4 Lakh
3013,Maruti Suzuki,Alto,LXi,2014,"48,000 Kms",Petrol,First,Delhi,2.35 Lakh
3014,Maruti Suzuki,Swift DZire,VXI,2011,"65,000 Kms",Petrol,First,Delhi,2.75 Lakh
3015,Audi,Q7,35 TDI Technology Pack,2014,"1,07,000 Kms",Diesel,Second,Mumbai,22.5 Lakh
3016,Ford,Ecosport,Titanium 1.5 TDCi (Opt),2014,"73,370 Kms",Diesel,First,Hyderabad,6.4 Lakh
3017,Maruti Suzuki,Alto,LXi,2014,"48,000 Kms",Petrol,First,Delhi,2.35 Lakh
3018,Maruti Suzuki,Swift DZire,VXI,2011,"65,000 Kms",Petrol,First,Delhi,2.75 Lakh
3019,Audi,Q7,35 TDI Technology Pack,2014,"1,07,000 Kms",Diesel,Second,Mumbai,22.5 Lakh
3020,Audi,A4,1.8 TFSI Multitronic Premium Plus,2012,"61,000 Kms",Petrol,First,Mumbai,9.75 Lakh
3021,Audi,A6,2.0 TDI Premium,2014,"75,000 Kms",Diesel,First,Mumbai,16.5 Lakh
3022,Audi,A6,2.0 TDI Premium Plus,2014,"71,000 Kms",Diesel,Second,Mumbai,15.75 Lakh
3023,BMW,5-Series,530i Sport Line,2017,"22,000 Kms",Petrol,First,Mumbai,43.75 Lakh
3024,Mercedes-Benz,A-Class,A 180 CDI Style,2015,"60,000 Kms",Diesel,Second,Mumbai,13.75 Lakh
3025,Mercedes-Benz,E-Class,E350,2010,"67,000 Kms",Petrol,First,Mumbai,9.75 Lakh
3026,BMW,7-Series,730Ld Sedan,2010,"41,000 Kms",Diesel,Second,Mumbai,15.5 Lakh
3027,Volkswagen,Polo,GT TSI,2018,"19,651 Kms",Petrol,First,Delhi,7.5 Lakh
3028,Honda,Amaze,1.5 VX i-DTEC,2013,"68,000 Kms",Diesel,First,Navi Mumbai,3.75 Lakh
3029,BMW,3-Series,320d Prestige,2014,"70,000 Kms",Diesel,First,Pune,15.25 Lakh
3030,Maruti Suzuki,Celerio,VXi CNG,2015,"24,000 Kms",CNG,First,Thane,4.45 Lakh
3031,Maruti Suzuki,Celerio,VXi CNG,2016,"68,000 Kms",CNG,First,Delhi,3.95 Lakh
3032,Mahindra,XUV500,W6 AT,2016,"48,000 Kms",Diesel,First,Delhi,8.85 Lakh
3033,Maruti Suzuki,XL6,Alpha MT Petrol,2019,"9,906 Kms",Petrol,First,Ghaziabad,9.9 Lakh
3034,BMW,X1,sDrive20d xLine,2017,"35,000 Kms",Diesel,First,Bangalore,28 Lakh
3035,Honda,City,VX (O) MT BL,2016,"49,900 Kms",Petrol,Second,Hyderabad,7.79 Lakh
3036,Jeep,Compass,Limited 2.0 Diesel [2017-2020],2017,"27,000 Kms",Diesel,First,Bangalore,17.25 Lakh
3037,Mahindra,Quanto,C4,2013,"62,000 Kms",Diesel,First,Ahmedabad,2.7 Lakh
3038,Hyundai,Eon,Era +,2015,"53,000 Kms",Petrol,Second,Ahmedabad,2.6 Lakh
3039,Hyundai,Eon,Era +,2017,"63,000 Kms",Petrol,First,Ahmedabad,2.9 Lakh
3040,Jeep,Compass,Limited 2.0 Diesel [2017-2020],2017,"27,000 Kms",Diesel,First,Bangalore,17.25 Lakh
3041,Mahindra,Quanto,C4,2013,"62,000 Kms",Diesel,First,Ahmedabad,2.7 Lakh
3042,Hyundai,Eon,Era +,2015,"53,000 Kms",Petrol,Second,Ahmedabad,2.6 Lakh
3043,Hyundai,Eon,Era +,2017,"63,000 Kms",Petrol,First,Ahmedabad,2.9 Lakh
3044,Toyota,Etios,G,2011,"72,000 Kms",Petrol,First,Ahmedabad,2.95 Lakh
3045,Hyundai,Verna,1.6 VTVT SX,2018,"19,000 Kms",Petrol,First,Bangalore,9.2 Lakh
3046,Hyundai,Verna,Fluidic 1.6 CRDi SX,2013,"48,000 Kms",Diesel,First,Delhi,4.8 Lakh
3047,Ford,Ecosport,Titanium 1.5 Ti-VCT AT,2018,"26,000 Kms",Petrol,First,Mumbai,9.45 Lakh
3048,Skoda,Octavia,Active 2.0 TDI CR,2014,"63,000 Kms",Diesel,First,Ahmedabad,12.5 Lakh
3049,Mercedes-Benz,C-Class,C 220d Progressive [2018-2019],2019,"35,300 Kms",Diesel,First,Nashik,39.5 Lakh
3050,Toyota,Fortuner,3.0 4x2 AT,2014,"75,000 Kms",Diesel,Second,Mumbai,16.75 Lakh
3051,Maruti Suzuki,Swift,VXi,2008,"1,03,369 Kms",Petrol,First,Hyderabad,3.2 Lakh
3052,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR [2014-2019],2016,"49,000 Kms",Petrol,First,Delhi,2.59 Lakh
3053,Volkswagen,Polo,Highline1.2L (D),2013,"89,000 Kms",Diesel,Second,Ahmedabad,3.9 Lakh
3054,Toyota,Innova,2.5 G 8 STR BS-III,2013,"87,241 Kms",Diesel,Second,Mumbai,7.65 Lakh
3055,Ford,Ecosport,Trend 1.5L TDCi,2015,"89,500 Kms",Diesel,Second,Mumbai,5.4 Lakh
3056,Honda,City,SV CVT,2014,"64,000 Kms",Petrol,First,Delhi,5.95 Lakh
3057,Isuzu,MU7,Base BS III,2015,"1,33,000 Kms",Diesel,First,Chennai,13.25 Lakh
3058,Maruti Suzuki,Swift,VXi,2015,"58,000 Kms",Petrol,First,Hyderabad,5.5 Lakh
3059,Mahindra,Scorpio,S11 2WD 7 STR,2018,"62,491 Kms",Diesel,First,Nashik,15.5 Lakh
3061,BMW,X1,sDrive20d Expedition,2018,"18,000 Kms",Diesel,First,Kolkata,21 Lakh
3062,Maruti Suzuki,Ertiga,VXi,2018,"20,000 Kms",Petrol,First,Mumbai,8.1 Lakh
3063,Tata,Nexon,XM,2019,"6,566 Kms",Petrol,First,Bangalore,8.8 Lakh
3065,BMW,X1,sDrive20d Expedition,2018,"18,000 Kms",Diesel,First,Kolkata,21 Lakh
3066,Maruti Suzuki,Ertiga,VXi,2018,"20,000 Kms",Petrol,First,Mumbai,8.1 Lakh
3067,Tata,Nexon,XM,2019,"6,566 Kms",Petrol,First,Bangalore,8.8 Lakh
3068,Mercedes-Benz,M-Class,350 CDI,2012,"87,100 Kms",Diesel,Second,Chennai,26 Lakh
3069,Hyundai,i10,Sportz 1.2 AT,2008,"52,000 Kms",Petrol,First,Chennai,2.75 Lakh
3070,Volkswagen,Vento,Comfortline Diesel AT,2015,"64,000 Kms",Diesel,First,Chennai,7.25 Lakh
3071,Honda,Jazz,V Petrol,2017,"27,430 Kms",Petrol,First,Hyderabad,6.3 Lakh
3072,Hyundai,i20 Active,1.4L SX (O) [2015-2016],2016,"68,479 Kms",Diesel,First,Hyderabad,6.9 Lakh
3073,Aston Martin,Vantage,Coupe,2011,"14,000 Kms",Petrol,Second,Mumbai,59.95 Lakh
3074,Renault,Duster,RxL Petrol,2018,"19,000 Kms",Petrol,First,Delhi,7.4 Lakh
3075,Honda,City,VX,2016,"39,131 Kms",Petrol,First,Mumbai,6.95 Lakh
3076,Mahindra,Thar,CRDe 4x4 AC,2014,"80,000 Kms",Diesel,First,Jaipur,6 Lakh
3077,Maruti Suzuki,Wagon R,VXI AMT,2017,"19,000 Kms",Petrol,First,Delhi,4.3 Lakh
3078,Maruti Suzuki,Celerio,VXi AMT,2014,"52,000 Kms",Petrol,First,Delhi,3.5 Lakh
3079,Maruti Suzuki,Baleno,Delta 1.2 AT,2015,"48,000 Kms",Petrol,First,Delhi,5.1 Lakh
3080,Ford,Endeavour,3.0L 4x4 AT,2011,"46,000 Kms",Diesel,Second,Bangalore,10.25 Lakh
3081,Honda,Civic,1.8V AT Sunroof,2011,"89,000 Kms",Petrol,Second,Delhi,4.25 Lakh
3082,Honda,City,1.5 V MT,2011,"48,000 Kms",Petrol,First,Delhi,3.65 Lakh
3083,Toyota,Corolla Altis,G AT Petrol,2016,"34,000 Kms",Petrol,First,Mumbai,10.25 Lakh
3084,Porsche,Macan,R4,2017,"25,000 Kms",Petrol,First,Bangalore,70 Lakh
3085,Maruti Suzuki,S-Cross,Alpha 1.3,2017,"60,000 Kms",Diesel,First,Mumbai,8.75 Lakh
3086,Maruti Suzuki,Ertiga,VDi,2015,"80,465 Kms",Diesel,First,Mumbai,7.3 Lakh
3087,Maruti Suzuki,Swift,LXi,2020,"1,800 Kms",Petrol,First,Mumbai,5.95 Lakh
3088,Renault,Duster,85 PS RxL Diesel,2012,"68,000 Kms",Diesel,Second,Ahmedabad,4.75 Lakh
3089,Maruti Suzuki,Ciaz,ZXi AT,2015,"55,000 Kms",Petrol,First,Navi Mumbai,6.65 Lakh
3090,Volkswagen,Polo,GT TDI,2013,"1,05,741 Kms",Diesel,First,Nashik,4.99 Lakh
3091,BMW,5-Series,520d Luxury Line [2017-2019],2015,"50,074 Kms",Diesel,Second,Nashik,27 Lakh
3092,Volkswagen,Polo,Highline1.5L (D),2016,"47,000 Kms",Diesel,First,Coimbatore,7 Lakh
3093,Maruti Suzuki,Wagon R,LX Minor,2009,"14,095 Kms",Petrol,First,Hyderabad,2.8 Lakh
3094,Renault,Duster,85 PS RxE Diesel,2012,"95,320 Kms",Diesel,Second,Mumbai,4.65 Lakh
3095,Mercedes-Benz,S-Class,Maybach S 500,2015,"82,000 Kms",Petrol,First,Mumbai,75 Lakh
3096,Mercedes-Benz,C-Class,250 CDI Elegance,2013,"31,455 Kms",Diesel,First,Nashik,15.5 Lakh
3097,Honda,Jazz,V AT Petrol,2018,"26,000 Kms",Petrol,First,Mumbai,7.21 Lakh
3098,Maruti Suzuki,Celerio,VXi CNG [2017-2019],2018,"55,744 Kms",CNG,First,Nashik,4.85 Lakh
3099,Audi,A7,Sportback 3.0 TDI quattro,2012,"59,000 Kms",Diesel,Second,Delhi,19.5 Lakh
3100,Toyota,Corolla Altis,G Petrol,2016,"1,06,774 Kms",Petrol,First,Mumbai,8.75 Lakh
3101,Renault,Kwid,1.0 RXL AMT [2017-2019],2016,"10,000 Kms",Petrol,First,Ghaziabad,3.9 Lakh
3102,Mahindra,XUV500,W8,2012,"90,500 Kms",Diesel,First,Mumbai,5.75 Lakh
3103,Maruti Suzuki,Alto,LXi BS-III,2007,"1,06,345 Kms",Petrol,First,Hyderabad,1.35 Lakh
3104,BMW,5-Series,520d Luxury Line [2017-2019],2018,"1,20,000 Kms",Diesel,First,Bangalore,42 Lakh
3105,Toyota,Camry,2.5L AT,2016,"1,19,854 Kms",Petrol,First,Mumbai,12.25 Lakh
3106,Renault,Kwid,1.0 RXL [2017-2019],2018,"23,000 Kms",Petrol,First,Ghaziabad,3.5 Lakh
3107,Mahindra,XUV500,W10 AT,2017,"52,797 Kms",Diesel,Second,Pune,12.75 Lakh
3108,Honda,City,VX CVT,2014,"67,000 Kms",Petrol,First,Delhi,6.75 Lakh
3109,Hyundai,Santro,Sportz [2018-2020],2019,"25,121 Kms",Petrol,First,Nashik,5.51 Lakh
3110,Maruti Suzuki,Ignis,Zeta 1.2 AMT,2017,"52,000 Kms",Petrol,First,Delhi,5.5 Lakh
3111,Hyundai,i20,Sportz 1.2 BS-IV,2011,"55,000 Kms",Petrol,First,Delhi,2.8 Lakh
3112,MINI,Cooper,JCW,2020,"2,500 Kms",Petrol,UnRegistered Car,Hyderabad,47 Lakh
3113,Skoda,Rapid,Ambition 1.6 TDI CR MT,2013,"71,930 Kms",Diesel,First,Coimbatore,5.75 Lakh
3114,Porsche,Cayenne,S,2011,"29,000 Kms",Petrol,First,Mumbai,33.5 Lakh
3115,Honda,City,1.5 V MT,2011,"42,565 Kms",Petrol,Second,Bangalore,4.8 Lakh
3116,Maruti Suzuki,Swift DZire,VXI AT,2017,"46,000 Kms",Petrol,First,Mumbai,6.55 Lakh
3117,Toyota,Innova,2.4 VX 8 STR [2016-2020],2017,"63,000 Kms",Diesel,First,Mumbai,16.75 Lakh
3118,Hyundai,Elite i20,Asta 1.2 (O) CVT [2019-2020],2019,"15,000 Kms",Petrol,First,Chennai,8.75 Lakh
3119,Hyundai,Grand i10,Sportz (O) 1.2 Kappa VTVT [2017-2018],2015,"40,612 Kms",Petrol,Second,Bangalore,4.75 Lakh
3120,Nissan,Sunny,XV Diesel,2013,"1,09,000 Kms",Diesel,First,Chennai,4.45 Lakh
3121,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR [2019-2020],2017,"28,000 Kms",Petrol,First,Chennai,4.25 Lakh
3122,Mahindra,TUV300,T4 Plus,2018,"28,000 Kms",Diesel,First,Chennai,7.25 Lakh
3123,Maruti Suzuki,Baleno,Zeta 1.2 AT,2017,"39,640 Kms",Petrol,First,Bangalore,7.55 Lakh
3124,Hyundai,Santro,GL,2010,"55,821 Kms",Petrol,First,Bangalore,2.35 Lakh
3125,Maruti Suzuki,Wagon R,VXI,2015,"72,000 Kms",Petrol,First,Navi Mumbai,3.5 Lakh
3126,Maruti Suzuki,Ciaz,ZXi,2016,"72,000 Kms",Petrol,First,Navi Mumbai,6.25 Lakh
3127,Volkswagen,Polo,Comfortline 1.2L (D),2013,"65,000 Kms",Diesel,Second,Navi Mumbai,3.2 Lakh
3128,Hyundai,Verna,Fluidic 1.6 CRDi SX AT,2013,"69,000 Kms",Diesel,First,Navi Mumbai,5.65 Lakh
3129,Toyota,Corolla Altis,JS Petrol,2015,"92,000 Kms",Petrol,First,Navi Mumbai,7.5 Lakh
3130,Maruti Suzuki,Swift DZire,VXi,2009,"85,657 Kms",Petrol,First,Hyderabad,3.6 Lakh
3131,Maruti Suzuki,Swift,VXi,2010,"42,000 Kms",Petrol,First,Kolkata,2 Lakh
3132,Maruti Suzuki,Alto,VXi,2010,"12,843 Kms",Petrol,First,Ghaziabad,2.1 Lakh
3133,Hyundai,Creta,1.6 SX Plus AT,2016,"94,000 Kms",Diesel,First,Delhi,9.25 Lakh
3134,Mercedes-Benz,SLC,43 AMG,2017,"9,000 Kms",Petrol,Second,Delhi,60 Lakh
3136,BMW,3-Series,320d Luxury Line,2012,"78,000 Kms",Diesel,First,Mumbai,10.75 Lakh
3137,Audi,A6,35 TDI Matrix,2019,"12,000 Kms",Diesel,First,Bangalore,48 Lakh
3138,Datsun,Redigo,T(O) 1.0,2018,"20,995 Kms",Petrol,First,Nashik,3.5 Lakh
3139,Skoda,Rapid,Elegance 1.6 TDI CR MT,2013,"75,125 Kms",Diesel,First,Nashik,3.75 Lakh
3140,Toyota,Innova,2.5 E 8 STR,2010,"1,25,000 Kms",Diesel,Second,Nashik,6.5 Lakh
3141,Skoda,Octavia,Elegance 2.0 TDI AT,2015,"1,05,982 Kms",Diesel,First,Nashik,11.5 Lakh
3142,Maruti Suzuki,Swift,VDi,2014,"1,18,000 Kms",Diesel,First,Nashik,5.25 Lakh
3143,Mahindra,XUV500,W8,2013,"78,580 Kms",Diesel,First,Nashik,7.11 Lakh
3144,Maruti Suzuki,Ciaz,Delta Hybrid 1.5 AT [2018-2020],2019,"18,000 Kms",Petrol,First,Mumbai,8.9 Lakh
3145,Hyundai,Verna,Fluidic 1.6 CRDi SX,2012,"38,000 Kms",Diesel,Second,Pune,4.95 Lakh
3146,Audi,Q7,3.0 TDI quattro,2008,"1,49,000 Kms",Diesel,First,Hyderabad,8.99 Lakh
3147,Skoda,Fabia,Ambition Plus 1.2 TDI CR,2012,"66,000 Kms",Diesel,First,Delhi,1.85 Lakh
3148,Volkswagen,Polo,Highline1.2L D,2012,"62,000 Kms",Diesel,First,Delhi,2.45 Lakh
3149,Honda,Amaze,1.5 S i-DTEC,2013,"72,000 Kms",Diesel,First,Delhi,2.95 Lakh
3150,Chevrolet,Enjoy,1.3 LS 8 STR,2014,"95,400 Kms",Diesel,First,Mumbai,3.25 Lakh
3151,BMW,5-Series,GT 530d LE,2010,"96,500 Kms",Diesel,Second,Mumbai,14.75 Lakh
3152,Ford,Endeavour,Titanium 3.2 4x4 AT,2019,"29,000 Kms",Diesel,First,Mumbai,34.99 Lakh
3153,Ford,Fiesta,Titanium Diesel,2012,"80,000 Kms",Diesel,First,Chennai,3.75 Lakh
3154,Ford,Endeavour,Titanium Plus 2.2 4x2 AT,2019,"15,000 Kms",Diesel,First,Pune,31 Lakh
3155,Aston Martin,Vantage,Coupe,2011,"14,000 Kms",Petrol,Second,Mumbai,59.95 Lakh
3156,Skoda,Superb,Elegance TSI AT,2015,"30,000 Kms",Petrol,First,Mumbai,10.75 Lakh
3157,Maruti Suzuki,Gypsy,King ST BS-IV,2020,900 Kms,Petrol,Second,Delhi,8.5 Lakh
3158,Honda,City,VX Petrol [2017-2019],2017,"86,000 Kms",Petrol,First,Mumbai,8.45 Lakh
3159,Chevrolet,Spark,LT 1.0,2011,"55,000 Kms",Petrol,Second,Delhi,1.45 Lakh
3160,Skoda,Superb,Elegance TSI AT,2015,"30,000 Kms",Petrol,First,Mumbai,10.75 Lakh
3161,Maruti Suzuki,Gypsy,King ST BS-IV,2020,900 Kms,Petrol,Second,Delhi,8.5 Lakh
3162,Honda,City,VX Petrol [2017-2019],2017,"86,000 Kms",Petrol,First,Mumbai,8.45 Lakh
3163,Chevrolet,Spark,LT 1.0,2011,"55,000 Kms",Petrol,Second,Delhi,1.45 Lakh
3164,Mahindra,Thar,CRDe 4x4 Non AC,2021,"4,690 Kms",Diesel,First,Delhi,16.45 Lakh
3165,Maruti Suzuki,Ertiga,Vxi CNG,2014,"77,000 Kms",CNG,First,Pune,6.8 Lakh
3166,Chevrolet,Spark,LT 1.0,2007,"68,000 Kms",Petrol,First,Delhi,0.95
3167,Nissan,Terrano,XV D THP 110 PS,2014,"82,000 Kms",Diesel,First,Delhi,3.9 Lakh
3168,Mahindra,XUV500,W4 [2015-2016],2016,"70,000 Kms",Diesel,First,Pune,9.25 Lakh
3169,Renault,Duster,110 PS RxL Diesel,2013,"77,000 Kms",Diesel,First,Delhi,3.45 Lakh
3170,Mahindra,TUV300,T10,2018,"56,789 Kms",Diesel,First,Hyderabad,8.9 Lakh
3171,Renault,Kwid,1.0 RXL AMT [2017-2019],2017,"55,000 Kms",Petrol,First,Pune,4 Lakh
3172,Hyundai,Eon,D-Lite +,2012,"68,000 Kms",Petrol,Second,Pune,2.25 Lakh
3173,BMW,3-Series,320d Prestige,2014,"70,000 Kms",Diesel,First,Pune,15.25 Lakh
3174,Maruti Suzuki,Wagon R,VXI AMT,2017,"19,000 Kms",Petrol,First,Delhi,4.3 Lakh
3175,Maruti Suzuki,Celerio,VXi AMT,2014,"52,000 Kms",Petrol,First,Delhi,3.5 Lakh
3176,Maruti Suzuki,Baleno,Delta 1.2 AT,2015,"48,000 Kms",Petrol,First,Delhi,5.1 Lakh
3177,Hyundai,Verna,Fluidic 1.6 VTVT SX Opt AT,2012,"51,000 Kms",Petrol,Second,Delhi,4.75 Lakh
3178,Honda,Civic,1.8V AT Sunroof,2011,"89,000 Kms",Petrol,Second,Delhi,4.25 Lakh
3179,Honda,City,1.5 V MT,2011,"48,000 Kms",Petrol,First,Delhi,3.65 Lakh
3180,Honda,Amaze,1.2 S i-VTEC,2014,"71,000 Kms",Petrol,First,Delhi,3.7 Lakh
3181,Porsche,Macan,R4,2017,"25,000 Kms",Petrol,First,Bangalore,70 Lakh
3182,Ford,Endeavour,3.0L 4x4 AT,2011,"46,000 Kms",Diesel,Second,Bangalore,10.25 Lakh
3183,Toyota,Corolla Altis,G AT Petrol,2016,"34,000 Kms",Petrol,First,Mumbai,10.25 Lakh
3184,Toyota,Innova,2.8 ZX AT 7 STR [2016-2020],2018,"33,000 Kms",Diesel,First,Gurgaon,21.5 Lakh
3185,Toyota,Corolla Altis,G Petrol,2016,"1,06,774 Kms",Petrol,First,Mumbai,8.75 Lakh
3186,Renault,Kwid,1.0 RXL AMT [2017-2019],2016,"10,000 Kms",Petrol,First,Ghaziabad,3.9 Lakh
3187,Mahindra,XUV500,W8,2012,"90,500 Kms",Diesel,First,Mumbai,5.75 Lakh
3188,BMW,5-Series,520d Luxury Line [2017-2019],2018,"1,20,000 Kms",Diesel,First,Bangalore,42 Lakh
3189,Maruti Suzuki,Alto,LXi BS-III,2007,"1,06,345 Kms",Petrol,First,Hyderabad,1.35 Lakh
3190,Toyota,Camry,Hybrid,2015,"58,000 Kms",Petrol,First,Mumbai,17.95 Lakh
3191,Mahindra,XUV500,W10 AT,2017,"52,797 Kms",Diesel,Second,Pune,12.75 Lakh
3192,Renault,Kwid,1.0 RXL [2017-2019],2018,"23,000 Kms",Petrol,First,Ghaziabad,3.5 Lakh
3193,Volvo,XC60,D5 AWD AT,2011,"90,000 Kms",Diesel,First,Hyderabad,8.99 Lakh
3194,BMW,6-Series GT,630d Luxury Line [2018-2019],2018,"27,000 Kms",Diesel,First,Mumbai,59.5 Lakh
3195,Hyundai,Elite i20,Asta 1.2 (O) [2019-2020],2019,"19,000 Kms",Petrol,First,Bangalore,8.95 Lakh
3196,Honda,Civic,1.8S MT,2010,"62,000 Kms",Petrol,Third,Bangalore,4.9 Lakh
3197,Honda,WR-V,VX MT Petrol,2017,"35,500 Kms",Petrol,First,Bhopal,7.3 Lakh
3198,Audi,Q3,35 TDI quattro Premium Plus,2017,"54,000 Kms",Diesel,First,Bangalore,28 Lakh
3199,Mahindra,XUV500,W10 1.99,2017,"64,000 Kms",Diesel,First,Bhopal,12.1 Lakh
3200,Hyundai,i10,Sportz 1.2,2010,"34,592 Kms",Petrol,First,Nashik,2.65 Lakh
3201,Hyundai,Elite i20,Asta 1.2,2018,"43,000 Kms",Petrol,First,Chennai,6.5 Lakh
3202,Maruti Suzuki,Baleno,Zeta 1.2,2016,"60,908 Kms",Petrol,First,Bhopal,5.6 Lakh
3203,Maruti Suzuki,Vitara Brezza,ZDi Plus,2016,"1,18,694 Kms",Diesel,First,Nashik,8.5 Lakh
3204,Hyundai,i10,Sportz 1.2 Kappa2,2014,"39,000 Kms",Petrol,First,Delhi,2.95 Lakh
3205,BMW,X5,xDrive 30d,2017,"25,000 Kms",Diesel,First,Mumbai,54 Lakh
3206,Maruti Suzuki,Ciaz,Delta Hybrid 1.5 AT [2018-2020],2019,"18,000 Kms",Petrol,First,Mumbai,8.9 Lakh
3207,Maruti Suzuki,Swift DZire,VDI,2015,"32,000 Kms",Diesel,First,Mumbai,6.25 Lakh
3208,Maruti Suzuki,Eeco,5 STR WITH A/C+HTR [2014-2019],2016,"49,000 Kms",Petrol,First,Delhi,2.59 Lakh
3209,Datsun,Redigo,S 1.0 [2017-2019],2018,"4,000 Kms",Petrol,First,Ahmedabad,3.75 Lakh
3210,Hyundai,i10,Magna 1.1 LPG,2013,"92,470 Kms",LPG,First,Hyderabad,3.2 Lakh
3211,Hyundai,Verna,VGT CRDi SX,2008,"27,300 Kms",Diesel,First,Mumbai,1.95 Lakh
3212,Honda,City,V,2018,"10,500 Kms",Petrol,First,Bangalore,9.75 Lakh
3213,Maruti Suzuki,Alto,VXi,2013,"67,747 Kms",Petrol,First,Bangalore,3.25 Lakh
3214,Maruti Suzuki,Ertiga,VDi,2015,"80,359 Kms",Diesel,First,Nashik,7.75 Lakh
3215,BMW,X1,sDrive20d,2012,"60,000 Kms",Diesel,First,Chennai,14.25 Lakh
3216,Maruti Suzuki,Wagon R,LXI,2017,"78,865 Kms",Petrol,First,Nashik,4.11 Lakh
3217,Mercedes-Benz,GLA,200 d Sport,2018,"13,000 Kms",Diesel,First,Chennai,29 Lakh
3218,Ford,Ecosport,Trend 1.5L TDCi,2015,"89,500 Kms",Diesel,Second,Mumbai,5.4 Lakh
3219,Honda,City,SV CVT,2014,"64,000 Kms",Petrol,First,Delhi,5.95 Lakh
3220,Toyota,Innova,2.5 G 8 STR BS-III,2013,"87,241 Kms",Diesel,Second,Mumbai,7.65 Lakh
3221,Maruti Suzuki,Swift,VXi,2015,"58,000 Kms",Petrol,First,Hyderabad,5.5 Lakh
3222,Mahindra,Scorpio,S11 2WD 7 STR,2018,"62,491 Kms",Diesel,First,Nashik,15.5 Lakh
3223,Isuzu,MU7,Base BS III,2015,"1,33,000 Kms",Diesel,First,Chennai,13.25 Lakh
3224,Hyundai,Santro,XL eRLX - Euro II,2006,"98,000 Kms",Petrol,Second,Chennai,1.6 Lakh
3225,Datsun,Go,T (O),2018,"11,000 Kms",Petrol,First,Ahmedabad,4.25 Lakh
3226,Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],2018,"41,000 Kms",Petrol,First,Bangalore,6.25 Lakh
3227,Maruti Suzuki,Vitara Brezza,ZDi,2019,"49,000 Kms",Diesel,First,Bangalore,10.35 Lakh
3228,Hyundai,Elite i20,Sportz 1.2,2019,"12,000 Kms",Petrol,First,Mumbai,8.5 Lakh
3229,Honda,Amaze,1.5 VX i-DTEC,2013,"68,000 Kms",Diesel,First,Navi Mumbai,3.75 Lakh
3230,Toyota,Corolla Altis,JS Petrol,2015,"92,000 Kms",Petrol,First,Navi Mumbai,7.5 Lakh
3231,Hyundai,Verna,Fluidic 1.6 CRDi SX AT,2013,"69,000 Kms",Diesel,First,Navi Mumbai,5.65 Lakh
3232,Hyundai,Grand i10,Sportz (O) AT 1.2 Kappa VTVT [2017-2018],2018,"41,000 Kms",Petrol,First,Bangalore,6.25 Lakh
3233,Maruti Suzuki,Vitara Brezza,ZDi,2019,"49,000 Kms",Diesel,First,Bangalore,10.35 Lakh
3234,Maruti Suzuki,Ciaz,Delta Hybrid 1.5 AT [2018-2020],2019,"18,000 Kms",Petrol,First,Mumbai,8.9 Lakh
3235,Maruti Suzuki,Baleno,Alpha 1.2,2019,"11,600 Kms",Petrol,First,Chennai,7.9 Lakh
3236,Maruti Suzuki,Swift DZire,VXi,2009,"54,000 Kms",Petrol,First,Chennai,3.4 Lakh
3237,Maruti Suzuki,Alto,VXi [2014-2019],2018,"23,927 Kms",Petrol,First,Bangalore,4.1 Lakh
3238,Tata,Nexon,XM,2019,"6,566 Kms",Petrol,First,Bangalore,8.8 Lakh
3239,Toyota,Corolla Altis,G Petrol,2016,"1,06,774 Kms",Petrol,First,Mumbai,8.75 Lakh
3240,Mahindra,XUV500,W8,2012,"90,500 Kms",Diesel,First,Mumbai,5.75 Lakh
3241,Maruti Suzuki,Alto,LXi BS-III,2007,"1,06,345 Kms",Petrol,First,Hyderabad,1.35 Lakh
3242,Renault,Kwid,1.0 RXL AMT [2017-2019],2016,"10,000 Kms",Petrol,First,Ghaziabad,3.9 Lakh
3243,Volkswagen,Polo,Comfortline 1.2L (P),2010,"60,774 Kms",Petrol,Second,Pune,3 Lakh
3244,Renault,Kwid,1.0 RXL [2017-2019],2018,"23,000 Kms",Petrol,First,Ghaziabad,3.5 Lakh
3245,Mahindra,XUV500,W10 AT,2017,"52,797 Kms",Diesel,Second,Pune,12.75 Lakh
3246,Toyota,Camry,Hybrid,2015,"58,000 Kms",Petrol,First,Mumbai,17.95 Lakh
3247,Hyundai,Elite i20,Asta 1.2 (O) [2019-2020],2019,"19,000 Kms",Petrol,First,Bangalore,8.95 Lakh
3248,Honda,Civic,1.8S MT,2010,"62,000 Kms",Petrol,Third,Bangalore,4.9 Lakh
3249,Honda,WR-V,VX MT Petrol,2017,"35,500 Kms",Petrol,First,Bhopal,7.3 Lakh
3250,Audi,Q3,35 TDI quattro Premium Plus,2017,"54,000 Kms",Diesel,First,Bangalore,28 Lakh
3251,Maruti Suzuki,Vitara Brezza,ZDi Plus,2016,"1,18,694 Kms",Diesel,First,Nashik,8.5 Lakh
3252,Hyundai,i10,Sportz 1.2,2010,"34,592 Kms",Petrol,First,Nashik,2.65 Lakh
3253,Hyundai,Elite i20,Asta 1.2,2018,"43,000 Kms",Petrol,First,Chennai,6.5 Lakh
